Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Weather Code,"""Weather Description_Mainly clear, partly cloudy, and overcast""","""Weather Description_Rain showers: Slight, moderate, and violent""",Weather Description_Thunderstorm with slight and heavy hail,Weather Description_Thunderstorm: Slight or moderate,CO
2024-11-01 08:00:38,32.21911136,60.38422102,10.3604671,3,0,0,0,0,431.847
2024-11-01 08:06:51,32.21797209,60.38963258,10.35850185,3,0,0,0,0,448.204
2024-11-01 08:12:28,32.21683281,60.39504415,10.3565366,3,0,0,0,0,418.641
2024-11-01 08:18:14,32.21569353,60.40045571,10.35457135,3,0,0,0,0,434.486
2024-11-01 08:24:42,32.21455426,60.40586727,10.3526061,3,0,0,0,0,402.864
2024-11-01 08:30:07,32.21341498,60.41127884,10.35064084,3,0,0,0,0,406.762
2024-11-01 08:36:20,32.2122757,60.4166904,10.34867559,3,0,0,0,0,432.072
2024-11-01 08:42:38,32.21113643,60.42210197,10.34671034,3,0,0,0,0,423.495
2024-11-01 08:48:57,32.20999715,60.42751353,10.34474509,3,0,0,0,0,445.431
2024-11-01 08:54:18,32.20885788,60.43292509,10.34277983,3,0,0,0,0,402.106
2024-11-01 09:00:22,32.2077186,60.43833666,10.34081458,3,0,0,0,0,434.732
2024-11-01 09:06:10,32.20657932,60.44374822,10.33884933,3,0,0,0,0,436.584
2024-11-01 09:12:10,32.20544005,60.44915978,10.33688408,3,0,0,0,0,400.703
2024-11-01 09:18:23,32.20430077,60.45457135,10.33491883,3,0,0,0,0,405.308
2024-11-01 09:24:52,32.20316149,60.45998291,10.33295357,3,0,0,0,0,401.703
2024-11-01 09:30:35,32.20202222,60.46539447,10.33098832,3,0,0,0,0,448.59
2024-11-01 09:36:39,32.20088294,60.47080604,10.32902307,3,0,0,0,0,435.059
2024-11-01 09:42:23,32.19974366,60.4762176,10.32705782,3,0,0,0,0,422.667
2024-11-01 09:48:02,32.19860439,60.48162917,10.32509257,3,0,0,0,0,445.65
2024-11-01 09:54:21,32.19746511,60.48704073,10.32312731,3,0,0,0,0,444.786
2024-11-01 10:00:52,32.19632583,60.49245229,10.32116206,3,0,0,0,0,443.673
2024-11-01 10:06:01,32.19518656,60.49786386,10.31919681,3,0,0,0,0,400.127
2024-11-01 10:12:23,32.19404728,60.50327542,10.31723156,3,0,0,0,0,438.399
2024-11-01 10:18:43,32.192908,60.50868698,10.31526631,3,0,0,0,0,447.245
2024-11-01 10:24:29,32.19176873,60.51409855,10.31330105,3,0,0,0,0,440.291
2024-11-01 10:30:37,32.19062945,60.51951011,10.3113358,3,0,0,0,0,427.899
2024-11-01 10:36:01,32.18949017,60.52492167,10.30937055,3,0,0,0,0,441.346
2024-11-01 10:42:59,32.1883509,60.53033324,10.3074053,3,0,0,0,0,412.355
2024-11-01 10:48:20,32.18721162,60.5357448,10.30544005,3,0,0,0,0,440.056
2024-11-01 10:54:32,32.18607234,60.54115637,10.30347479,3,0,0,0,0,409.948
2024-11-01 11:00:11,32.18493307,60.54656793,10.30150954,3,0,0,0,0,413.927
2024-11-01 11:06:57,32.18379379,60.55197949,10.29954429,3,0,0,0,0,448.974
2024-11-01 11:12:21,32.18265451,60.55739106,10.29757904,3,0,0,0,0,415.996
2024-11-01 11:18:43,32.18151524,60.56280262,10.29561379,3,0,0,0,0,408.558
2024-11-01 11:24:24,32.18037596,60.56821418,10.29364853,3,0,0,0,0,442.82
2024-11-01 11:30:48,32.17923668,60.57362575,10.29168328,3,0,0,0,0,437.743
2024-11-01 11:36:26,32.17809741,60.57903731,10.28971803,3,0,0,0,0,435.252
2024-11-01 11:42:58,32.17695813,60.58444887,10.28775278,3,0,0,0,0,433.375
2024-11-01 11:48:41,32.17581886,60.58986044,10.28578752,3,0,0,0,0,422.004
2024-11-01 11:54:27,32.17467958,60.595272,10.28382227,3,0,0,0,0,441.928
2024-11-01 12:00:59,32.1735403,60.60068357,10.28185702,3,0,0,0,0,426.674
2024-11-01 12:06:15,32.17240103,60.60609513,10.27989177,3,0,0,0,0,427.08
2024-11-01 12:12:14,32.17126175,60.61150669,10.27792652,3,0,0,0,0,435.31
2024-11-01 12:18:46,32.17012247,60.61691826,10.27596126,3,0,0,0,0,432.44
2024-11-01 12:24:50,32.1689832,60.62232982,10.27399601,3,0,0,0,0,412.991
2024-11-01 12:30:43,32.16784392,60.62774138,10.27203076,3,0,0,0,0,410.077
2024-11-01 12:36:54,32.16670464,60.63315295,10.27006551,3,0,0,0,0,415.321
2024-11-01 12:42:51,32.16556537,60.63856451,10.26810026,3,0,0,0,0,408.677
2024-11-01 12:48:56,32.16442609,60.64397608,10.266135,3,0,0,0,0,423.475
2024-11-01 12:54:02,32.16328681,60.64938764,10.26416975,3,0,0,0,0,433.221
2024-11-01 13:00:36,32.16214754,60.6547992,10.2622045,3,0,0,0,0,430.685
2024-11-01 13:06:50,32.16100826,60.66021077,10.26023925,3,0,0,0,0,423.332
2024-11-01 13:12:06,32.15986898,60.66562233,10.258274,3,0,0,0,0,400.397
2024-11-01 13:18:20,32.15872971,60.67103389,10.25630874,3,0,0,0,0,428.402
2024-11-01 13:24:08,32.15759043,60.67644546,10.25434349,3,0,0,0,0,403.831
2024-11-01 13:30:38,32.15645115,60.68185702,10.25237824,3,0,0,0,0,425.62
2024-11-01 13:36:17,32.15531188,60.68726858,10.25041299,3,0,0,0,0,402.145
2024-11-01 13:42:03,32.1541726,60.69268015,10.24844774,3,0,0,0,0,432.522
2024-11-01 13:48:24,32.15303332,60.69809171,10.24648248,3,0,0,0,0,428.657
2024-11-01 13:54:59,32.15189405,60.70350328,10.24451723,3,0,0,0,0,412.728
2024-11-01 14:00:13,32.15075477,60.70891484,10.24255198,3,0,0,0,0,402.738
2024-11-01 14:06:49,32.14961549,60.7143264,10.24058673,3,0,0,0,0,404.513
2024-11-01 14:12:57,32.14847622,60.71973797,10.23862148,3,0,0,0,0,436.588
2024-11-01 14:18:08,32.14733694,60.72514953,10.23665622,3,0,0,0,0,411.769
2024-11-01 14:24:25,32.14619766,60.73056109,10.23469097,3,0,0,0,0,422.864
2024-11-01 14:30:52,32.14505839,60.73597266,10.23272572,3,0,0,0,0,420.706
2024-11-01 14:36:01,32.14391911,60.74138422,10.23076047,3,0,0,0,0,435.442
2024-11-01 14:42:19,32.14277983,60.74679578,10.22879522,3,0,0,0,0,430.564
2024-11-01 14:48:27,32.14164056,60.75220735,10.22682996,3,0,0,0,0,441.788
2024-11-01 14:54:46,32.14050128,60.75761891,10.22486471,3,0,0,0,0,436.557
2024-11-01 15:00:59,32.13936201,60.76303048,10.22289946,3,0,0,0,0,410.778
2024-11-01 15:06:06,32.13822273,60.76844204,10.22093421,3,0,0,0,0,405.119
2024-11-01 15:12:43,32.13708345,60.7738536,10.21896895,3,0,0,0,0,404.136
2024-11-01 15:18:07,32.13594418,60.77926517,10.2170037,3,0,0,0,0,430.671
2024-11-01 15:24:46,32.1348049,60.78467673,10.21503845,3,0,0,0,0,437.146
2024-11-01 15:30:34,32.13366562,60.79008829,10.2130732,3,0,0,0,0,413.566
2024-11-01 15:36:13,32.13252635,60.79549986,10.21110795,3,0,0,0,0,414.856
2024-11-01 15:42:16,32.13138707,60.80091142,10.20914269,3,0,0,0,0,435.757
2024-11-01 15:48:35,32.13024779,60.80632298,10.20717744,3,0,0,0,0,413.876
2024-11-01 15:54:49,32.12910852,60.81173455,10.20521219,3,0,0,0,0,407.463
2024-11-01 16:00:39,32.12796924,60.81714611,10.20324694,3,0,0,0,0,423.894
2024-11-01 16:06:03,32.12682996,60.82255768,10.20128169,3,0,0,0,0,435.785
2024-11-01 16:12:01,32.12569069,60.82796924,10.19931643,3,0,0,0,0,411.154
2024-11-01 16:18:05,32.12455141,60.8333808,10.19735118,3,0,0,0,0,445.312
2024-11-01 16:24:53,32.12341213,60.83879237,10.19538593,3,0,0,0,0,420.445
2024-11-01 16:30:41,32.12227286,60.84420393,10.19342068,3,0,0,0,0,420.655
2024-11-01 16:36:03,32.12113358,60.84961549,10.19145543,3,0,0,0,0,428.189
2024-11-01 16:42:53,32.1199943,60.85502706,10.18949017,3,0,0,0,0,445.573
2024-11-01 16:48:28,32.11885503,60.86043862,10.18752492,3,0,0,0,0,401.88
2024-11-01 16:54:17,32.11771575,60.86585019,10.18555967,3,0,0,0,0,437.127
2024-11-02 08:00:25,32.11657647,60.87126175,10.18359442,3,0,0,0,0,443.758
2024-11-02 08:06:43,32.1154372,60.87667331,10.18162917,3,0,0,0,0,442.869
2024-11-02 08:12:33,32.11429792,60.88208488,10.17966391,3,0,0,0,0,413.009
2024-11-02 08:18:09,32.11315864,60.88749644,10.17769866,3,0,0,0,0,424.285
2024-11-02 08:24:35,32.11201937,60.892908,10.17573341,3,0,0,0,0,422.017
